fixture_name,fixture_software_version,operator_id,timestamd,colors,asset_name,fov_v_deg,fov_h_deg,grill orientation,spatial_frequency_apd,spatial_period_lea_px,ctf_percent,michelson_percentile_min,michelson_percentile_max
Ver.1,Ver.1,mason,1692620930.1451178,G,capture_2_h_G.png,5.6,0,h,8.45cpd,4pixel,17.2,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,G,capture_2_v_G.png,5.6,2.8,v,8.45cpd,4pixel,4.8,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,G,capture_2_h_G.png,5.6,2.8,h,8.45cpd,4pixel,18.7,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,G,capture_2_v_G.png,5.6,5.6,v,8.45cpd,4pixel,6.7000003,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,G,capture_2_h_G.png,5.6,5.6,h,8.45cpd,4pixel,16.699999,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,-5.6,-5.6,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,-5.6,-5.6,h,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,-5.6,-2.8,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,-5.6,-2.8,h,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,-5.6,0,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,-5.6,0,h,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,-5.6,2.8,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,-5.6,2.8,h,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,-5.6,5.6,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,-5.6,5.6,h,8.45cpd,4pixel,32.2,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,-2.8,-5.6,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,-2.8,-5.6,h,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,-2.8,-2.8,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,-2.8,-2.8,h,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,-2.8,0,v,8.45cpd,4pixel,6.3,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,-2.8,0,h,8.45cpd,4pixel,36.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,-2.8,2.8,v,8.45cpd,4pixel,7.5000005,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,-2.8,2.8,h,8.45cpd,4pixel,39.2,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,-2.8,5.6,v,8.45cpd,4pixel,4.7,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,-2.8,5.6,h,8.45cpd,4pixel,20.900002,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,0,-5.6,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,0,-5.6,h,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,0,-2.8,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,0,-2.8,h,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,0,0,v,8.45cpd,4pixel,5.4,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,0,0,h,8.45cpd,4pixel,49.1,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,0,2.8,v,8.45cpd,4pixel,6.3,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,0,2.8,h,8.45cpd,4pixel,50.1,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,0,5.6,v,8.45cpd,4pixel,3.8,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,0,5.6,h,8.45cpd,4pixel,38.4,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,2.8,-5.6,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,2.8,-5.6,h,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,2.8,-2.8,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,2.8,-2.8,h,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,2.8,0,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,2.8,0,h,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,2.8,2.8,v,8.45cpd,4pixel,5.2999997,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,2.8,2.8,h,8.45cpd,4pixel,20.3,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,2.8,5.6,v,8.45cpd,4pixel,4.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,2.8,5.6,h,8.45cpd,4pixel,27.8,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,5.6,-5.6,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,5.6,-5.6,h,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,5.6,-2.8,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,5.6,-2.8,h,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,5.6,0,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,5.6,0,h,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,5.6,2.8,v,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,5.6,2.8,h,8.45cpd,4pixel,0.0,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_v_R.png,5.6,5.6,v,8.45cpd,4pixel,5.2999997,21,79,
Ver.1,Ver.1,mason,1692620930.1451178,R,capture_2_h_R.png,5.6,5.6,h,8.45cpd,4pixel,19.9,21,79,
